priceType,skuName,productName,retailPrice,unitOfMeasure,location,meterName,reservationTerm,currencyCode,armRegionName,serviceName
,E4ads v5,Virtual Machines Eadsv5 Series,0.262,1 Hour,US East 2,E4ads v5,,USD,eastus2,Virtual Machines
,E4ads v5,Virtual Machines Eadsv5 Series,1354.0,1 Hour,US East 2,E4ads v5,1 Year,USD,eastus2,Virtual Machines
,E4ads v5,Virtual Machines Eadsv5 Series,2616.0,1 Hour,US East 2,E4ads v5,3 Years,USD,eastus2,Virtual Machines
,D48nls v6 Spot,Virtual Machines Dnlv6 Series Windows,1.0028,1 Hour,US East 2,D48nls v6 Spot,,USD,eastus2,Virtual Machines
,D48nls v6 Spot,Virtual Machines Dnlv6 Series Windows,0.5612,1 Hour,US East 2,D48nls v6 Spot,,USD,eastus2,Virtual Machines
,Standard_D32ps_v5 Spot,Virtual Machines Dpsv5 Series,0.17248,1 Hour,US East 2,D32ps v5 Spot,,USD,eastus2,Virtual Machines
,D32-8s v3 Low Priority,Virtual Machines DSv3 Series Windows,1.203,1 Hour,US East 2,D32-8s v3 Low Priority,,USD,eastus2,Virtual Machines
,D32-8s v3 Low Priority,Virtual Machines DSv3 Series Windows,0.307,1 Hour,US East 2,D32-8s v3 Low Priority,,USD,eastus2,Virtual Machines
,E8-2ads v5 Spot,Virtual Machines Eadsv5 Series Windows,0.116138,1 Hour,US East 2,E8-2ads v5 Spot,,USD,eastus2,Virtual Machines
,E8-2ads v5 Spot,Virtual Machines Eadsv5 Series Windows,0.068225,1 Hour,US East 2,E8-2ads v5 Spot,,USD,eastus2,Virtual Machines
,Standard_E96bs_v5 Low Priority,Virtual Machines Ebsv5 Series Windows,4.627,1 Hour,US East 2,E96bs v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_E96bs_v5 Low Priority,Virtual Machines Ebsv5 Series Windows,1.43,1 Hour,US East 2,E96bs v5 Low Priority,,USD,eastus2,Virtual Machines
,E8ds v6,Virtual Machines Edsv6 Series,0.654,1 Hour,US East 2,E8ds v6,,USD,eastus2,Virtual Machines
,E8ds v6,Virtual Machines Edsv6 Series,3552.0,1 Hour,US East 2,E8ds v6,1 Year,USD,eastus2,Virtual Machines
,E8ds v6,Virtual Machines Edsv6 Series,6704.0,1 Hour,US East 2,E8ds v6,3 Years,USD,eastus2,Virtual Machines
,Standard_D4s_v5 Low Priority,Virtual Machines Dsv5 Series Windows,0.15,1 Hour,US East 2,D4s v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_D4s_v5 Low Priority,Virtual Machines Dsv5 Series Windows,0.0384,1 Hour,US East 2,D4s v5 Low Priority,,USD,eastus2,Virtual Machines
,DC2edsv5,Virtual Machines DCedsv5 Series,0.113,1 Hour,US East 2,DC2edsv5,,USD,eastus2,Virtual Machines
,Standard_L64as_v3 Low Priority,Lasv3 Series Windows,3.174,1 Hour,US East 2,L64as v3 Low Priority,,USD,eastus2,Virtual Machines
,Standard_L64as_v3 Low Priority,Lasv3 Series Windows,0.998,1 Hour,US East 2,L64as v3 Low Priority,,USD,eastus2,Virtual Machines
,FX32-16mds v2 Spot,Virtual Machines FXmdsv2 Series,0.61278,1 Hour,US East 2,FX32-16mds v2 Spot,,USD,eastus2,Virtual Machines
,Standard_E64d_v5 Low Priority,Virtual Machines Edv5 Series,0.922,1 Hour,US East 2,E64d v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_EC16as_v5 Low Priority,ECasv5-series Linux,0.181,1 Hour,US East 2,EC16as_v5 Low Priority,,USD,eastus2,Virtual Machines
,DC48edsv5 Spot,Virtual Machines DCedsv5 Series,0.5424,1 Hour,US East 2,DC48edsv5 Spot,,USD,eastus2,Virtual Machines
,Standard_D48ds_v5,Virtual Machines Ddsv5 Series,2.712,1 Hour,US East 2,D48ds v5,,USD,eastus2,Virtual Machines
,Standard_D48ds_v5,Virtual Machines Ddsv5 Series,14017.0,1 Hour,US East 2,D48ds v5,1 Year,USD,eastus2,Virtual Machines
,Standard_D48ds_v5,Virtual Machines Ddsv5 Series,27083.0,1 Hour,US East 2,D48ds v5,3 Years,USD,eastus2,Virtual Machines
,E4as v4,Virtual Machines Easv4 Series,0.252,1 Hour,US East 2,E4as v4,,USD,eastus2,Virtual Machines
,E4as v4,Virtual Machines Easv4 Series,1298.0,1 Hour,US East 2,E4as v4,1 Year,USD,eastus2,Virtual Machines
,E4as v4,Virtual Machines Easv4 Series,2614.0,1 Hour,US East 2,E4as v4,3 Years,USD,eastus2,Virtual Machines
,D48nds v6 Spot,Virtual Machines Dndv6 Series Linux,0.867,1 Hour,US East 2,D48nds v6 Spot,,USD,eastus2,Virtual Machines
,D16nls v6 Spot,Virtual Machines Dnlv6 Series Windows,0.3342,1 Hour,US East 2,D16nls v6 Spot,,USD,eastus2,Virtual Machines
,D16nls v6 Spot,Virtual Machines Dnlv6 Series Windows,0.187,1 Hour,US East 2,D16nls v6 Spot,,USD,eastus2,Virtual Machines
,E96ads v5 Low Priority,Virtual Machines Eadsv5 Series,1.258,1 Hour,US East 2,E96ads v5 Low Priority,,USD,eastus2,Virtual Machines
,D4ns v6,Virtual Machines Dnv6 Series Linux,0.292,1 Hour,US East 2,D4ns v6,,USD,eastus2,Virtual Machines
,B8pls v2 Low Priority,Bpsv2 Series Cloud Services,0.11,1 Hour,US East 2,B8pls v2 Low Priority,,USD,eastus2,Virtual Machines
,E64-16as v6,Virtual Machines Easv6 Series Windows,6.758,1 Hour,US East 2,E64-16as v6,,USD,eastus2,Virtual Machines
,E64-16as v6,Virtual Machines Easv6 Series Windows,3.814,1 Hour,US East 2,E64-16as v6,,USD,eastus2,Virtual Machines
,Standard_FX4mds Spot,Virtual Machines FX Series,0.05208,1 Hour,US East 2,FX4mds Spot,,USD,eastus2,Virtual Machines
,M32ms,Virtual Machines MS Series,6.146,1 Hour,US East 2,M32ms,,USD,eastus2,Virtual Machines
,M32ms,Virtual Machines MS Series,30961.0,1 Hour,US East 2,M32ms,1 Year,USD,eastus2,Virtual Machines
,M32ms,Virtual Machines MS Series,45187.0,1 Hour,US East 2,M32ms,3 Years,USD,eastus2,Virtual Machines
,F4s Spot,Virtual Machines FS Series,0.042924,1 Hour,US East 2,F4s Spot,,USD,eastus2,Virtual Machines
,Standard_M832-416ds_12_v3,Virtual Machines Mdsv3 High Memory Series Windows,180.2123,1 Hour,US East 2,Standard_M832-416ds_12_v3,,USD,eastus2,Virtual Machines
,Standard_M832-416ds_12_v3,Virtual Machines Mdsv3 High Memory Series Windows,141.9403,1 Hour,US East 2,Standard_M832-416ds_12_v3,,USD,eastus2,Virtual Machines
,D48ls v6,Virtual Machines Dlsv6 Series Windows,4.35,1 Hour,US East 2,D48ls v6,,USD,eastus2,Virtual Machines
,D48ls v6,Virtual Machines Dlsv6 Series Windows,2.142,1 Hour,US East 2,D48ls v6,,USD,eastus2,Virtual Machines
,Standard_M176-88bds_4_v3 Spot,Virtual Machines Mbdsv3 Series,8.7962,1 Hour,US East 2,Standard_M176-88bds_4_v3 Spot,,USD,eastus2,Virtual Machines
,M208s v2,Virtual Machines MSv2 Series Windows,31.878,1 Hour,US East 2,M208s v2,,USD,eastus2,Virtual Machines
,M208s v2,Virtual Machines MSv2 Series Windows,22.31,1 Hour,US East 2,M208s v2,,USD,eastus2,Virtual Machines
,D2ls v5 Spot,Virtual Machines Dlsv5 Series Windows,0.037205,1 Hour,US East 2,D2ls v5 Spot,,USD,eastus2,Virtual Machines
,D2ls v5 Spot,Virtual Machines Dlsv5 Series Windows,0.017867,1 Hour,US East 2,D2ls v5 Spot,,USD,eastus2,Virtual Machines
,F2s,Virtual Machines FS Series,0.099,1 Hour,US East 2,F2s,,USD,eastus2,Virtual Machines
,F2s,Virtual Machines FS Series,650.0,1 Hour,US East 2,F2s,1 Year,USD,eastus2,Virtual Machines
,F2s,Virtual Machines FS Series,1224.0,1 Hour,US East 2,F2s,3 Years,USD,eastus2,Virtual Machines
,D8a v4 Spot,Virtual Machines Dav4 Series Windows,0.09791,1 Hour,US East 2,D8a v4/D8as v4 Spot,,USD,eastus2,Virtual Machines
,D8a v4 Spot,Virtual Machines Dav4 Series Windows,0.049997,1 Hour,US East 2,D8a v4/D8as v4 Spot,,USD,eastus2,Virtual Machines
,E96-48as_v4 Low Priority,Virtual Machines Easv4 Series Windows,4.186,1 Hour,US East 2,E96-48as_v4 Low Priority,,USD,eastus2,Virtual Machines
,E96-48as_v4 Low Priority,Virtual Machines Easv4 Series Windows,1.21,1 Hour,US East 2,E96-48as_v4 Low Priority,,USD,eastus2,Virtual Machines
,Standard_M832ids_16_v3 Spot,Virtual Machines Mdsv3 High Memory Series Linux,24.086832,1 Hour,US East 2,Standard_M832ids_16_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_DC2as_v5,DCasv5-series Windows,0.178,1 Hour,US East 2,DC2as v5,,USD,eastus2,Virtual Machines
,Standard_DC2as_v5,DCasv5-series Windows,0.086,1 Hour,US East 2,DC2as v5,,USD,eastus2,Virtual Machines
,E32-8as v5,Virtual Machines Easv5 Series,1.808,1 Hour,US East 2,E32-8as v5,,USD,eastus2,Virtual Machines
,E32-8as v5,Virtual Machines Easv5 Series,9344.0,1 Hour,US East 2,E32-8as v5,1 Year,USD,eastus2,Virtual Machines
,E32-8as v5,Virtual Machines Easv5 Series,18055.0,1 Hour,US East 2,E32-8as v5,3 Years,USD,eastus2,Virtual Machines
,Standard_M624-156s_12_v3,Virtual Machines Msv3 High Memory Series Linux,122.892,1 Hour,US East 2,Standard_M624-156s_12_v3,,USD,eastus2,Virtual Machines
,Standard_M624-156s_12_v3,Virtual Machines Msv3 High Memory Series Linux,626112.0,1 Hour,US East 2,Standard_M624-156s_12_v3,1 Year,USD,eastus2,Virtual Machines
,Standard_M624-156s_12_v3,Virtual Machines Msv3 High Memory Series Linux,906872.0,1 Hour,US East 2,Standard_M624-156s_12_v3,3 Years,USD,eastus2,Virtual Machines
,D2ls v6 Spot,Virtual Machines Dlsv6 Series,0.012502,1 Hour,US East 2,D2ls v6 Spot,,USD,eastus2,Virtual Machines
,D96alds v6,Virtual Machines Daldsv6 Series,4.57,1 Hour,US East 2,D96alds v6,,USD,eastus2,Virtual Machines
,D96alds v6,Virtual Machines Daldsv6 Series,23618.0,1 Hour,US East 2,D96alds v6,1 Year,USD,eastus2,Virtual Machines
,D96alds v6,Virtual Machines Daldsv6 Series,45634.0,1 Hour,US East 2,D96alds v6,3 Years,USD,eastus2,Virtual Machines
,EC2asv6 Low Priority,Virtual Machines ECasv6 series Windows,0.0845,1 Hour,US East 2,EC2asv6 Low Priority,,USD,eastus2,Virtual Machines
,EC2asv6 Low Priority,Virtual Machines ECasv6 series Windows,0.0238,1 Hour,US East 2,EC2asv6 Low Priority,,USD,eastus2,Virtual Machines
,D32as v4 Spot,Virtual Machines Dasv4 Series,0.199987,1 Hour,US East 2,D32as v4 Spot,,USD,eastus2,Virtual Machines
,FX48mds v2 Spot,Virtual Machines FXmdsv2 Series Windows,1.22822,1 Hour,US East 2,FX48mds v2 Spot,,USD,eastus2,Virtual Machines
,FX48mds v2 Spot,Virtual Machines FXmdsv2 Series Windows,0.9191,1 Hour,US East 2,FX48mds v2 Spot,,USD,eastus2,Virtual Machines
,E32as v6 Spot,Virtual Machines Easv6 Series,0.248291,1 Hour,US East 2,E32as v6 Spot,,USD,eastus2,Virtual Machines
,Standard_M176-88s_4_v3,Virtual Machines Msv3 Medium Memory Series Linux,24.91,1 Hour,US East 2,Standard_M176-88s_4_v3,,USD,eastus2,Virtual Machines
,Standard_M176-88s_4_v3,Virtual Machines Msv3 Medium Memory Series Linux,126912.0,1 Hour,US East 2,Standard_M176-88s_4_v3,1 Year,USD,eastus2,Virtual Machines
,Standard_M176-88s_4_v3,Virtual Machines Msv3 Medium Memory Series Linux,183821.0,1 Hour,US East 2,Standard_M176-88s_4_v3,3 Years,USD,eastus2,Virtual Machines
,Standard_M96-48ds_2_v3 Spot,Virtual Machines Mdsv3 Medium Memory Series Linux,2.646,1 Hour,US East 2,Standard_M96-48ds_2_v3 Spot,,USD,eastus2,Virtual Machines
,D96nds v6,Virtual Machines Dndv6 Series Linux,8.671,1 Hour,US East 2,D96nds v6,,USD,eastus2,Virtual Machines
,B8s v2 Spot,Virtual Machines Bsv2 Series,0.237529,1 Hour,US East 2,B8s v2 Spot,,USD,eastus2,Virtual Machines
,E16-8as_v4 Spot,Virtual Machines Easv4 Series,0.131242,1 Hour,US East 2,E16-8as_v4 Spot,,USD,eastus2,Virtual Machines
,B16ps v2,Bpsv2 Series Cloud Services,0.611,1 Hour,US East 2,B16ps v2,,USD,eastus2,Virtual Machines
,D48d v4,Virtual Machines Ddv4 Series,2.712,1 Hour,US East 2,D48d v4,,USD,eastus2,Virtual Machines
,D48d v4,Virtual Machines Ddv4 Series,14017.0,1 Hour,US East 2,D48d v4,1 Year,USD,eastus2,Virtual Machines
,D48d v4,Virtual Machines Ddv4 Series,27083.0,1 Hour,US East 2,D48d v4,3 Years,USD,eastus2,Virtual Machines
,D64pds v6,Virtual Machines Dpdsv6 Series,2.938,1 Hour,US East 2,D64pds v6,,USD,eastus2,Virtual Machines
,D64pds v6,Virtual Machines Dpdsv6 Series,15183.0,1 Hour,US East 2,D64pds v6,1 Year,USD,eastus2,Virtual Machines
,D64pds v6,Virtual Machines Dpdsv6 Series,29336.0,1 Hour,US East 2,D64pds v6,3 Years,USD,eastus2,Virtual Machines
,Standard_D8pds_v5 Spot,Virtual Machines Dpdsv5 Series,0.05068,1 Hour,US East 2,D8pds v5 Spot,,USD,eastus2,Virtual Machines
,D128nlds v6 Spot,Virtual Machines Dnldv6 Series Linux,1.8498,1 Hour,US East 2,D128nlds v6 Spot,,USD,eastus2,Virtual Machines
,F1s,Virtual Machines FS Series Windows,0.0957,1 Hour,US East 2,F1s,,USD,eastus2,Virtual Machines
,F1s,Virtual Machines FS Series Windows,0.0497,1 Hour,US East 2,F1s,,USD,eastus2,Virtual Machines
,HB176-96rsv4 Low Priority,Virtual Machines HBrsv4 series,1.44,1 Hour,US East 2,HB176-96rsv4 Low Priority,,USD,eastus2,Virtual Machines
,E64-32s v4 Spot,Virtual Machines Esv4 Series,0.797126,1 Hour,US East 2,E64-32s v4 Spot,,USD,eastus2,Virtual Machines
,E2as v6 Spot,Virtual Machines Easv6 Series Windows,0.027472,1 Hour,US East 2,E2as v6 Spot,,USD,eastus2,Virtual Machines
,E2as v6 Spot,Virtual Machines Easv6 Series Windows,0.015494,1 Hour,US East 2,E2as v6 Spot,,USD,eastus2,Virtual Machines
,E32ds v5 Spot,Virtual Machines Edsv5 Series,0.43223,1 Hour,US East 2,E32ds v5 Spot,,USD,eastus2,Virtual Machines
,E32s v5,Virtual Machines Esv5 Series Windows,3.488,1 Hour,US East 2,E32s v5,,USD,eastus2,Virtual Machines
,E32s v5,Virtual Machines Esv5 Series Windows,2.016,1 Hour,US East 2,E32s v5,,USD,eastus2,Virtual Machines
,B4ps v2 Spot,Virtual Machines Bpsv2 Series,0.095569,1 Hour,US East 2,B4ps v2 Spot,,USD,eastus2,Virtual Machines
,Standard_D64ds_v5 Spot,Virtual Machines Ddsv5 Series,0.73007,1 Hour,US East 2,D64ds v5 Spot,,USD,eastus2,Virtual Machines
,Standard_E20pds_v5 Spot,Virtual Machines Epdsv5 Series,0.16128,1 Hour,US East 2,E20pds v5 Spot,,USD,eastus2,Virtual Machines
,B32s v2,Virtual Machines Bsv2 Series Windows,1.478,1 Hour,US East 2,B32s v2,,USD,eastus2,Virtual Machines
,B32s v2,Virtual Machines Bsv2 Series Windows,1.331,1 Hour,US East 2,B32s v2,,USD,eastus2,Virtual Machines
,E8ads v5 Spot,Virtual Machines Eadsv5 Series,0.068225,1 Hour,US East 2,E8ads v5 Spot,,USD,eastus2,Virtual Machines
,M32dms_v2 Spot,Virtual Machines MdSv2 Series,0.86044,1 Hour,US East 2,M32dms_v2 Spot,,USD,eastus2,Virtual Machines
,E16-4s v5,Virtual Machines Esv5 Series,1.008,1 Hour,US East 2,E16-4s v5,,USD,eastus2,Virtual Machines
,E16-4s v5,Virtual Machines Esv5 Series,5210.0,1 Hour,US East 2,E16-4s v5,1 Year,USD,eastus2,Virtual Machines
,E16-4s v5,Virtual Machines Esv5 Series,9801.0,1 Hour,US East 2,E16-4s v5,3 Years,USD,eastus2,Virtual Machines
,EC96edsv5 Low Priority,Virtual Machines ECedsv5 Series,1.382,1 Hour,US East 2,EC96edsv5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_EC32as_cc_v5 Spot,Virtual Machines ECasccv5 Series Windows,0.656,1 Hour,US East 2,EC32ascc v5 Spot,,USD,eastus2,Virtual Machines
,Standard_EC32as_cc_v5 Spot,Virtual Machines ECasccv5 Series Windows,0.3616,1 Hour,US East 2,EC32ascc v5 Spot,,USD,eastus2,Virtual Machines
,Standard_M96-48ds_1_v3,Virtual Machines Mdsv3 Medium Memory Series Windows,12.138,1 Hour,US East 2,Standard_M96-48ds_1_v3,,USD,eastus2,Virtual Machines
,Standard_M96-48ds_1_v3,Virtual Machines Mdsv3 Medium Memory Series Windows,9.93,1 Hour,US East 2,Standard_M96-48ds_1_v3,,USD,eastus2,Virtual Machines
,E104ids v5 Low Priority,Virtual Machines Edsv5 Series Windows,5.208,1 Hour,US East 2,E104ids v5 Low Priority,,USD,eastus2,Virtual Machines
,E104ids v5 Low Priority,Virtual Machines Edsv5 Series Windows,1.647,1 Hour,US East 2,E104ids v5 Low Priority,,USD,eastus2,Virtual Machines
,F48s v2 Spot,Virtual Machines FSv2 Series Windows,1.051096,1 Hour,US East 2,F48s v2 Spot,,USD,eastus2,Virtual Machines
,F48s v2 Spot,Virtual Machines FSv2 Series Windows,0.503237,1 Hour,US East 2,F48s v2 Spot,,USD,eastus2,Virtual Machines
,Standard_D64as_v5 Spot,Virtual Machines Dasv5 Series,0.35831,1 Hour,US East 2,D64as v5 Spot,,USD,eastus2,Virtual Machines
,B32als v2 Low Priority,Virtual Machines Basv2 Series,0.213,1 Hour,US East 2,B32als v2 Low Priority,,USD,eastus2,Virtual Machines
,D64ds v4,Virtual Machines Ddsv4 Series,3.616,1 Hour,US East 2,D64ds v4,,USD,eastus2,Virtual Machines
,D64ds v4,Virtual Machines Ddsv4 Series,18689.0,1 Hour,US East 2,D64ds v4,1 Year,USD,eastus2,Virtual Machines
,D64ds v4,Virtual Machines Ddsv4 Series,36111.0,1 Hour,US East 2,D64ds v4,3 Years,USD,eastus2,Virtual Machines
,M208ms v2,Virtual Machines MSv2 Series Windows,54.188,1 Hour,US East 2,M208ms v2,,USD,eastus2,Virtual Machines
,M208ms v2,Virtual Machines MSv2 Series Windows,44.62,1 Hour,US East 2,M208ms v2,,USD,eastus2,Virtual Machines
,Standard_M12-6s_v3 Spot,Virtual Machines Msv3 Medium Memory Series Windows,0.3632,1 Hour,US East 2,Standard_M12-6s_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_M12-6s_v3 Spot,Virtual Machines Msv3 Medium Memory Series Windows,0.308,1 Hour,US East 2,Standard_M12-6s_v3 Spot,,USD,eastus2,Virtual Machines
,D16as v4 Spot,Virtual Machines Dasv4 Series,0.099994,1 Hour,US East 2,D16as v4 Spot,,USD,eastus2,Virtual Machines
,M416-208s_v2,Virtual Machines MSv2 Series,49.58,1 Hour,US East 2,M416-208s_v2,,USD,eastus2,Virtual Machines
,M416-208s_v2,Virtual Machines MSv2 Series,252596.0,1 Hour,US East 2,M416-208s_v2,1 Year,USD,eastus2,Virtual Machines
,M416-208s_v2,Virtual Machines MSv2 Series,365829.0,1 Hour,US East 2,M416-208s_v2,3 Years,USD,eastus2,Virtual Machines
,D64ads v6 Spot,Virtual Machines Dadsv6 Series Windows,0.858278,1 Hour,US East 2,D64ads v6 Spot,,USD,eastus2,Virtual Machines
,D64ads v6 Spot,Virtual Machines Dadsv6 Series Windows,0.47497,1 Hour,US East 2,D64ads v6 Spot,,USD,eastus2,Virtual Machines
,D16lds v5 Spot,Virtual Machines Dldsv5 Series,0.155059,1 Hour,US East 2,D16lds v5 Spot,,USD,eastus2,Virtual Machines
,E80is v4 Spot,Virtual Machines Esv4 Series Windows,1.723944,1 Hour,US East 2,E80is v4 Spot,,USD,eastus2,Virtual Machines
,E80is v4 Spot,Virtual Machines Esv4 Series Windows,0.996408,1 Hour,US East 2,E80is v4 Spot,,USD,eastus2,Virtual Machines
,FX64-16mds v2 Spot,Virtual Machines FXmdsv2 Series,1.22542,1 Hour,US East 2,FX64-16mds v2 Spot,,USD,eastus2,Virtual Machines
,GS1 Spot,Virtual Machines GS Series,0.084865,1 Hour,US East 2,GS1 Spot,,USD,eastus2,Virtual Machines
,HX176-48rs Spot,Virtual Machines HXrs Windows,2.34304,1 Hour,US East 2,HX176-48rs Spot,,USD,eastus2,Virtual Machines
,HX176-48rs Spot,Virtual Machines HXrs Windows,1.2096,1 Hour,US East 2,HX176-48rs Spot,,USD,eastus2,Virtual Machines
,D64ns v6 Low Priority,Virtual Machines Dnv6 Series Windows,3.048,1 Hour,US East 2,D64ns v6 Low Priority,,USD,eastus2,Virtual Machines
,D64ns v6 Low Priority,Virtual Machines Dnv6 Series Windows,0.935,1 Hour,US East 2,D64ns v6 Low Priority,,USD,eastus2,Virtual Machines
,D48pds v6,Virtual Machines Dpdsv6 Series,2.203,1 Hour,US East 2,D48pds v6,,USD,eastus2,Virtual Machines
,D48pds v6,Virtual Machines Dpdsv6 Series,11387.0,1 Hour,US East 2,D48pds v6,1 Year,USD,eastus2,Virtual Machines
,D48pds v6,Virtual Machines Dpdsv6 Series,22002.0,1 Hour,US East 2,D48pds v6,3 Years,USD,eastus2,Virtual Machines
,D2lds v5,Virtual Machines Dldsv5 Series Windows,0.188,1 Hour,US East 2,D2lds v5,,USD,eastus2,Virtual Machines
,D2lds v5,Virtual Machines Dldsv5 Series Windows,0.096,1 Hour,US East 2,D2lds v5,,USD,eastus2,Virtual Machines
,Standard_M176-88ds_4_v3,Virtual Machines Mdsv3 Medium Memory Series Linux,26.47,1 Hour,US East 2,Standard_M176-88ds_4_v3,,USD,eastus2,Virtual Machines
,Standard_M176-88ds_4_v3,Virtual Machines Mdsv3 Medium Memory Series Linux,134860.0,1 Hour,US East 2,Standard_M176-88ds_4_v3,1 Year,USD,eastus2,Virtual Machines
,Standard_M176-88ds_4_v3,Virtual Machines Mdsv3 Medium Memory Series Linux,195333.0,1 Hour,US East 2,Standard_M176-88ds_4_v3,3 Years,USD,eastus2,Virtual Machines
,NC80adisH100v5 Low Priority,Virtual Machines NCadsH100v5 Series,2.792,1 Hour,US East 2,NC80adisH100v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_M832-208is_16_v3 Spot,Virtual Machines Msv3 High Memory Series Linux,32.7712,1 Hour,US East 2,Standard_M832-208is_16_v3 Spot,,USD,eastus2,Virtual Machines
,standard_DC16s_v3 Spot,DCsv3 Series Linux,0.21504,1 Hour,US East 2,DC16s_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_M832-208s_12_v3,Virtual Machines Msv3 High Memory Series Windows,173.4532,1 Hour,US East 2,Standard_M832-208s_12_v3,,USD,eastus2,Virtual Machines
,Standard_M832-208s_12_v3,Virtual Machines Msv3 High Memory Series Windows,135.1812,1 Hour,US East 2,Standard_M832-208s_12_v3,,USD,eastus2,Virtual Machines
,Standard_M48s_1_v3,Virtual Machines Msv3 Medium Memory Series Linux,6.23,1 Hour,US East 2,Standard_M48s_1_v3,,USD,eastus2,Virtual Machines
,Standard_M48s_1_v3,Virtual Machines Msv3 Medium Memory Series Linux,31741.0,1 Hour,US East 2,Standard_M48s_1_v3,1 Year,USD,eastus2,Virtual Machines
,Standard_M48s_1_v3,Virtual Machines Msv3 Medium Memory Series Linux,45974.0,1 Hour,US East 2,Standard_M48s_1_v3,3 Years,USD,eastus2,Virtual Machines
,E96s v5 Spot,Virtual Machines Esv5 Series,1.19569,1 Hour,US East 2,E96s v5 Spot,,USD,eastus2,Virtual Machines
,D16 v4,Virtual Machines Dv4 Series,0.768,1 Hour,US East 2,D16 v4,,USD,eastus2,Virtual Machines
,D16 v4,Virtual Machines Dv4 Series,3969.0,1 Hour,US East 2,D16 v4,1 Year,USD,eastus2,Virtual Machines
,D16 v4,Virtual Machines Dv4 Series,7670.0,1 Hour,US East 2,D16 v4,3 Years,USD,eastus2,Virtual Machines
,D8ds v4,Virtual Machines Ddsv4 Series Windows,0.82,1 Hour,US East 2,D8ds v4,,USD,eastus2,Virtual Machines
,D8ds v4,Virtual Machines Ddsv4 Series Windows,0.452,1 Hour,US East 2,D8ds v4,,USD,eastus2,Virtual Machines
,Standard_D4d_v5 Low Priority,Virtual Machines Ddv5 Series Windows,0.164,1 Hour,US East 2,D4d v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_D4d_v5 Low Priority,Virtual Machines Ddv5 Series Windows,0.0452,1 Hour,US East 2,D4d v5 Low Priority,,USD,eastus2,Virtual Machines
,D8nls v6,Virtual Machines Dnlv6 Series Windows,0.836,1 Hour,US East 2,D8nls v6,,USD,eastus2,Virtual Machines
,D8nls v6,Virtual Machines Dnlv6 Series Windows,0.468,1 Hour,US East 2,D8nls v6,,USD,eastus2,Virtual Machines
,F16,Virtual Machines F Series Windows,1.532,1 Hour,US East 2,F16/F16s,,USD,eastus2,Virtual Machines
,F16,Virtual Machines F Series Windows,0.796,1 Hour,US East 2,F16/F16s,,USD,eastus2,Virtual Machines
,E16-8ds v6 Spot,Virtual Machines Edsv6 Series,0.18312,1 Hour,US East 2,E16-8ds v6 Spot,,USD,eastus2,Virtual Machines
,Standard_M176bs_v3 Spot,Virtual Machines Mbsv3 Series Windows,2.716,1 Hour,US East 2,Standard_M176bs_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_M176bs_v3 Spot,Virtual Machines Mbsv3 Series Windows,2.1476,1 Hour,US East 2,Standard_M176bs_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_EC20as_cc_v5 Spot,Virtual Machines ECasccv5 Series,0.226,1 Hour,US East 2,EC20ascc v5 Spot,,USD,eastus2,Virtual Machines
,EC2edsv5,Virtual Machines ECedsv5 Series,0.144,1 Hour,US East 2,EC2edsv5,,USD,eastus2,Virtual Machines
,FX12ms v2,Virtual Machines FXmsv2 Series Windows,1.88,1 Hour,US East 2,FX12ms v2,,USD,eastus2,Virtual Machines
,FX12ms v2,Virtual Machines FXmsv2 Series Windows,1.328,1 Hour,US East 2,FX12ms v2,,USD,eastus2,Virtual Machines
,Standard_E16_v5 Spot,Virtual Machines Ev5 Series,0.199282,1 Hour,US East 2,E16 v5 Spot,,USD,eastus2,Virtual Machines
,E16-4ds v5 Low Priority,Virtual Machines Edsv5 Series,0.23,1 Hour,US East 2,E16-4ds v5 Low Priority,,USD,eastus2,Virtual Machines
,GS4,Virtual Machines GS Series Windows,4.88,1 Hour,US East 2,GS4,,USD,eastus2,Virtual Machines
,GS4,Virtual Machines GS Series Windows,4.4,1 Hour,US East 2,GS4,,USD,eastus2,Virtual Machines
,E32-8as v6 Spot,Virtual Machines Easv6 Series Windows,0.6758,1 Hour,US East 2,E32-8as v6 Spot,,USD,eastus2,Virtual Machines
,E32-8as v6 Spot,Virtual Machines Easv6 Series Windows,0.3814,1 Hour,US East 2,E32-8as v6 Spot,,USD,eastus2,Virtual Machines
,D2s v6,Virtual Machines Dsv6 Series Windows,0.193,1 Hour,US East 2,D2s v6,,USD,eastus2,Virtual Machines
,D2s v6,Virtual Machines Dsv6 Series Windows,0.101,1 Hour,US East 2,D2s v6,,USD,eastus2,Virtual Machines
,E20as v5 Spot,Virtual Machines Easv5 Series,0.147126,1 Hour,US East 2,E20as v5 Spot,,USD,eastus2,Virtual Machines
