priceType,skuName,productName,retailPrice,unitOfMeasure,location,meterName,reservationTerm,currencyCode,armRegionName,serviceName
,Standard_M832ids_16_v3,Virtual Machines Mdsv3 High Memory Series Linux,1269621.0,1 Hour,US East 2,Standard_M832ids_16_v3,3 Years,USD,eastus2,Virtual Machines
,E48nds v6,Virtual Machines Endv6 Series Linux,5.141,1 Hour,US East 2,E48nds v6,,USD,eastus2,Virtual Machines
,Standard_D2s_v5 Spot,Virtual Machines Dsv5 Series Windows,0.039518,1 Hour,US East 2,D2s v5 Spot,,USD,eastus2,Virtual Machines
,Standard_D2s_v5 Spot,Virtual Machines Dsv5 Series Windows,0.020179,1 Hour,US East 2,D2s v5 Spot,,USD,eastus2,Virtual Machines
,Standard_M12ds_v3,Virtual Machines Mdsv3 Medium Memory Series Windows,2.18,1 Hour,US East 2,Standard_M12ds_v3,,USD,eastus2,Virtual Machines
,Standard_M12ds_v3,Virtual Machines Mdsv3 Medium Memory Series Windows,1.63,1 Hour,US East 2,Standard_M12ds_v3,,USD,eastus2,Virtual Machines
,DC64adsv6 Low Priority,Virtual Machines DCadsv6 series Windows,2.637,1 Hour,US East 2,DC64adsv6 Low Priority,,USD,eastus2,Virtual Machines
,DC64adsv6 Low Priority,Virtual Machines DCadsv6 series Windows,0.73,1 Hour,US East 2,DC64adsv6 Low Priority,,USD,eastus2,Virtual Machines
,E20d v4,Virtual Machines Edv4 Series Windows,2.36,1 Hour,US East 2,E20d v4,,USD,eastus2,Virtual Machines
,E20d v4,Virtual Machines Edv4 Series Windows,1.44,1 Hour,US East 2,E20d v4,,USD,eastus2,Virtual Machines
,Standard_M96-24s_2_v3,Virtual Machines Msv3 Medium Memory Series Windows,13.554,1 Hour,US East 2,Standard_M96-24s_2_v3,,USD,eastus2,Virtual Machines
,Standard_M96-24s_2_v3,Virtual Machines Msv3 Medium Memory Series Windows,12.45,1 Hour,US East 2,Standard_M96-24s_2_v3,,USD,eastus2,Virtual Machines
,L4aos v4 Spot,Virtual Machines Laosv4 Series Windows,0.1272,1 Hour,US East 2,L4aos v4 Spot,,USD,eastus2,Virtual Machines
,L4aos v4 Spot,Virtual Machines Laosv4 Series Windows,0.0904,1 Hour,US East 2,L4aos v4 Spot,,USD,eastus2,Virtual Machines
,A8m v2 Low Priority,Virtual Machines Av2 Series Windows,0.318,1 Hour,US East 2,A8m v2 Low Priority,,USD,eastus2,Virtual Machines
,A8m v2 Low Priority,Virtual Machines Av2 Series Windows,0.0949,1 Hour,US East 2,A8m v2 Low Priority,,USD,eastus2,Virtual Machines
,M32-8ms Low Priority,Virtual Machines MS Series Windows,3.371,1 Hour,US East 2,M32-8ms Low Priority,,USD,eastus2,Virtual Machines
,M32-8ms Low Priority,Virtual Machines MS Series Windows,1.2292,1 Hour,US East 2,M32-8ms Low Priority,,USD,eastus2,Virtual Machines
,E8s v4 Low Priority,Virtual Machines Esv4 Series,0.101,1 Hour,US East 2,E8s v4 Low Priority,,USD,eastus2,Virtual Machines
,E96-48ds v5,Virtual Machines Edsv5 Series,6.912,1 Hour,US East 2,E96-48ds v5,,USD,eastus2,Virtual Machines
,E96-48ds v5,Virtual Machines Edsv5 Series,35724.0,1 Hour,US East 2,E96-48ds v5,1 Year,USD,eastus2,Virtual Machines
,E96-48ds v5,Virtual Machines Edsv5 Series,69026.0,1 Hour,US East 2,E96-48ds v5,3 Years,USD,eastus2,Virtual Machines
,Standard_L48as_v3 Low Priority,Lasv3 Series Linux,0.749,1 Hour,US East 2,L48as v3 Low Priority,,USD,eastus2,Virtual Machines
,M32ts Low Priority,Virtual Machines MS Series,0.541,1 Hour,US East 2,M32ts Low Priority,,USD,eastus2,Virtual Machines
,Standard_M96s_2_v3,Virtual Machines Msv3 Medium Memory Series Windows,16.87,1 Hour,US East 2,Standard_M96s_2_v3,,USD,eastus2,Virtual Machines
,Standard_M96s_2_v3,Virtual Machines Msv3 Medium Memory Series Windows,12.45,1 Hour,US East 2,Standard_M96s_2_v3,,USD,eastus2,Virtual Machines
,D64pls v6,Virtual Machines Dplsv6 Series,1.984,1 Hour,US East 2,D64pls v6,,USD,eastus2,Virtual Machines
,D64pls v6,Virtual Machines Dplsv6 Series,10254.0,1 Hour,US East 2,D64pls v6,1 Year,USD,eastus2,Virtual Machines
,D64pls v6,Virtual Machines Dplsv6 Series,19813.0,1 Hour,US East 2,D64pls v6,3 Years,USD,eastus2,Virtual Machines
,B2ls v2 Low Priority,Bsv2 Series Cloud Services,0.0203,1 Hour,US East 2,B2ls v2 Low Priority,,USD,eastus2,Virtual Machines
,M208-52ms_v2 Low Priority,Virtual Machines MSv2 Series,8.924,1 Hour,US East 2,M208-52ms_v2 Low Priority,,USD,eastus2,Virtual Machines
,E128nds v6 Spot,Virtual Machines Endv6 Series Linux,2.742,1 Hour,US East 2,E128nds v6 Spot,,USD,eastus2,Virtual Machines
,Standard_D4ds_v5 Spot,Virtual Machines Ddsv5 Series Windows,0.082779,1 Hour,US East 2,D4ds v5 Spot,,USD,eastus2,Virtual Machines
,Standard_D4ds_v5 Spot,Virtual Machines Ddsv5 Series Windows,0.045629,1 Hour,US East 2,D4ds v5 Spot,,USD,eastus2,Virtual Machines
,Standard_D48ds_v5,Virtual Machines Ddsv5 Series Windows,4.92,1 Hour,US East 2,D48ds v5,,USD,eastus2,Virtual Machines
,Standard_D48ds_v5,Virtual Machines Ddsv5 Series Windows,2.712,1 Hour,US East 2,D48ds v5,,USD,eastus2,Virtual Machines
,B16pls v2,Virtual Machines Bpsv2 Series,0.476,1 Hour,US East 2,B16pls v2,,USD,eastus2,Virtual Machines
,B16pls v2,Virtual Machines Bpsv2 Series,2460.0,1 Hour,US East 2,B16pls v2,1 Year,USD,eastus2,Virtual Machines
,B16pls v2,Virtual Machines Bpsv2 Series,4754.0,1 Hour,US East 2,B16pls v2,3 Years,USD,eastus2,Virtual Machines
,NC64asT4 v3,Virtual Machines NCasT4 v3 Series,4.352,1 Hour,US East 2,NC64asT4 v3,,USD,eastus2,Virtual Machines
,NC64asT4 v3,Virtual Machines NCasT4 v3 Series,24399.0,1 Hour,US East 2,NC64asT4 v3,1 Year,USD,eastus2,Virtual Machines
,NC64asT4 v3,Virtual Machines NCasT4 v3 Series,43461.0,1 Hour,US East 2,NC64asT4 v3,3 Years,USD,eastus2,Virtual Machines
,Standard_E64bds_v5 Low Priority,Virtual Machines Ebdsv5 Series Windows,3.315,1 Hour,US East 2,E64bds v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_E64bds_v5 Low Priority,Virtual Machines Ebdsv5 Series Windows,1.069,1 Hour,US East 2,E64bds v5 Low Priority,,USD,eastus2,Virtual Machines
,FX24-12mds v2,Virtual Machines FXmdsv2 Series,3.282,1 Hour,US East 2,FX24-12mds v2,,USD,eastus2,Virtual Machines
,FX24-12mds v2,Virtual Machines FXmdsv2 Series,16390.0,1 Hour,US East 2,FX24-12mds v2,1 Year,USD,eastus2,Virtual Machines
,FX24-12mds v2,Virtual Machines FXmdsv2 Series,23291.0,1 Hour,US East 2,FX24-12mds v2,3 Years,USD,eastus2,Virtual Machines
,E96as v5,Easv5 Series CloudServices,5.47,1 Hour,US East 2,E96as v5,,USD,eastus2,Virtual Machines
,Standard_D4_v5,Virtual Machines Dv5 Series,0.192,1 Hour,US East 2,D4 v5,,USD,eastus2,Virtual Machines
,Standard_D4_v5,Virtual Machines Dv5 Series,992.0,1 Hour,US East 2,D4 v5,1 Year,USD,eastus2,Virtual Machines
,Standard_D4_v5,Virtual Machines Dv5 Series,1867.0,1 Hour,US East 2,D4 v5,3 Years,USD,eastus2,Virtual Machines
,Standard_D8as_v5_Promo Low Priority,Virtual Machines Dasv5 Promo Series Windows,0.27,1 Hour,US East 2,D8as v5 Promo Low Priority,,USD,eastus2,Virtual Machines
,Standard_D8as_v5_Promo Low Priority,Virtual Machines Dasv5 Promo Series Windows,0.0616,1 Hour,US East 2,D8as v5 Promo Low Priority,,USD,eastus2,Virtual Machines
,D16pls v6 Spot,Virtual Machines Dplsv6 Series,0.06944,1 Hour,US East 2,D16pls v6 Spot,,USD,eastus2,Virtual Machines
,D32ads v6 Low Priority,Virtual Machines Dadsv6 Series Windows,1.318,1 Hour,US East 2,D32ads v6 Low Priority,,USD,eastus2,Virtual Machines
,D32ads v6 Low Priority,Virtual Machines Dadsv6 Series Windows,0.365,1 Hour,US East 2,D32ads v6 Low Priority,,USD,eastus2,Virtual Machines
,E8 v3,Virtual Machines Ev3 Series Windows,0.9,1 Hour,US East 2,E8 v3/E8s v3,,USD,eastus2,Virtual Machines
,E8 v3,Virtual Machines Ev3 Series Windows,0.532,1 Hour,US East 2,E8 v3/E8s v3,,USD,eastus2,Virtual Machines
,FX48-24mds v2,Virtual Machines FXmdsv2 Series,6.565,1 Hour,US East 2,FX48-24mds v2,,USD,eastus2,Virtual Machines
,FX48-24mds v2,Virtual Machines FXmdsv2 Series,32779.0,1 Hour,US East 2,FX48-24mds v2,1 Year,USD,eastus2,Virtual Machines
,FX48-24mds v2,Virtual Machines FXmdsv2 Series,46581.0,1 Hour,US East 2,FX48-24mds v2,3 Years,USD,eastus2,Virtual Machines
,M32-16ms Spot,Virtual Machines MS Series,0.858596,1 Hour,US East 2,M32-16ms Spot,,USD,eastus2,Virtual Machines
,E64as v5 Low Priority,Virtual Machines Easv5 Series,0.723,1 Hour,US East 2,E64as v5 Low Priority,,USD,eastus2,Virtual Machines
,L32s v2,Virtual Machines LSv2 Series,2.496,1 Hour,US East 2,L32s v2,,USD,eastus2,Virtual Machines
,L32s v2,Virtual Machines LSv2 Series,13928.0,1 Hour,US East 2,L32s v2,1 Year,USD,eastus2,Virtual Machines
,L32s v2,Virtual Machines LSv2 Series,27747.0,1 Hour,US East 2,L32s v2,3 Years,USD,eastus2,Virtual Machines
,Standard_FX48mds,Virtual Machines FX Series Windows,6.672,1 Hour,US East 2,FX48mds,,USD,eastus2,Virtual Machines
,Standard_FX48mds,Virtual Machines FX Series Windows,4.464,1 Hour,US East 2,FX48mds,,USD,eastus2,Virtual Machines
,FX2mds v2 Spot,Virtual Machines FXmdsv2 Series Windows,0.05124,1 Hour,US East 2,FX2mds v2 Spot,,USD,eastus2,Virtual Machines
,FX2mds v2 Spot,Virtual Machines FXmdsv2 Series Windows,0.03836,1 Hour,US East 2,FX2mds v2 Spot,,USD,eastus2,Virtual Machines
,D32ds v4 Low Priority,Virtual Machines Ddsv4 Series Windows,1.312,1 Hour,US East 2,D32ds v4 Low Priority,,USD,eastus2,Virtual Machines
,D32ds v4 Low Priority,Virtual Machines Ddsv4 Series Windows,0.362,1 Hour,US East 2,D32ds v4 Low Priority,,USD,eastus2,Virtual Machines
,standard_DC48s_v3,DCsv3 Series Windows,6.816,1 Hour,US East 2,DC48s_v3,,USD,eastus2,Virtual Machines
,standard_DC48s_v3,DCsv3 Series Windows,4.608,1 Hour,US East 2,DC48s_v3,,USD,eastus2,Virtual Machines
,Standard_M176s_3_v3,Virtual Machines Msv3 Medium Memory Series Linux,17.88,1 Hour,US East 2,Standard_M176s_3_v3,,USD,eastus2,Virtual Machines
,Standard_M176s_3_v3,Virtual Machines Msv3 Medium Memory Series Linux,91095.0,1 Hour,US East 2,Standard_M176s_3_v3,1 Year,USD,eastus2,Virtual Machines
,Standard_M176s_3_v3,Virtual Machines Msv3 Medium Memory Series Linux,131944.0,1 Hour,US East 2,Standard_M176s_3_v3,3 Years,USD,eastus2,Virtual Machines
,Standard_ND96amsr_A100_v4 Spot,Virtual Machines NDamsr A100 v4 Series Linux,8.5202,1 Hour,US East 2,ND96amsr A100 v4 Spot,,USD,eastus2,Virtual Machines
,Standard_M416-104ds_6_v3,Virtual Machines Mdsv3 High Memory Series Windows,83.6543,1 Hour,US East 2,Standard_M416-104ds_6_v3,,USD,eastus2,Virtual Machines
,Standard_M416-104ds_6_v3,Virtual Machines Mdsv3 High Memory Series Windows,64.5183,1 Hour,US East 2,Standard_M416-104ds_6_v3,,USD,eastus2,Virtual Machines
,NG8adsV620,Virtual Machines NGadsV620v1 Series,0.635,1 Hour,US East 2,NG8adsV620,,USD,eastus2,Virtual Machines
,NG8adsV620,Virtual Machines NGadsV620v1 Series,3894.0,1 Hour,US East 2,NG8adsV620,1 Year,USD,eastus2,Virtual Machines
,NG8adsV620,Virtual Machines NGadsV620v1 Series,8344.0,1 Hour,US East 2,NG8adsV620,3 Years,USD,eastus2,Virtual Machines
,Easv4 Type2,Easv4 Series Dedicated Host,6.653,1 Hour,US East 2,Easv4 Type2,,USD,eastus2,Virtual Machines
,Easv4 Type2,Easv4 Series Dedicated Host,34326.0,1 Hour,US East 2,Easv4 Type2,1 Year,USD,eastus2,Virtual Machines
,Easv4 Type2,Easv4 Series Dedicated Host,68151.0,1 Hour,US East 2,Easv4 Type2,3 Years,USD,eastus2,Virtual Machines
,FX8-4ms_v2 Spot,Virtual Machines FXmsv2 Series,0.1239,1 Hour,US East 2,FX8-4ms_v2 Spot,,USD,eastus2,Virtual Machines
,D8 v4 Low Priority,Virtual Machines Dv4 Series Windows,0.301,1 Hour,US East 2,D8 v4 Low Priority,,USD,eastus2,Virtual Machines
,D8 v4 Low Priority,Virtual Machines Dv4 Series Windows,0.0768,1 Hour,US East 2,D8 v4 Low Priority,,USD,eastus2,Virtual Machines
,M416s_9_v2,Virtual Machines MSv2 Series,74.54,1 Hour,US East 2,M416s_9_v2,,USD,eastus2,Virtual Machines
,M416s_9_v2,Virtual Machines MSv2 Series,379746.0,1 Hour,US East 2,M416s_9_v2,1 Year,USD,eastus2,Virtual Machines
,M416s_9_v2,Virtual Machines MSv2 Series,550041.0,1 Hour,US East 2,M416s_9_v2,3 Years,USD,eastus2,Virtual Machines
,E64-16s v4,Virtual Machines Esv4 Series Windows,6.976,1 Hour,US East 2,E64-16s v4,,USD,eastus2,Virtual Machines
,E64-16s v4,Virtual Machines Esv4 Series Windows,4.032,1 Hour,US East 2,E64-16s v4,,USD,eastus2,Virtual Machines
,Standard_D32as_v5 Low Priority,Virtual Machines Dasv5 Series,0.275,1 Hour,US East 2,D32as v5 Low Priority,,USD,eastus2,Virtual Machines
,B8als v2 Spot,Virtual Machines Basv2 Series Windows,0.21619,1 Hour,US East 2,B8als v2 Spot,,USD,eastus2,Virtual Machines
,B8als v2 Spot,Virtual Machines Basv2 Series Windows,0.189738,1 Hour,US East 2,B8als v2 Spot,,USD,eastus2,Virtual Machines
,HB176-24rsv4 Spot,Virtual Machines HBrsv4 series Windows,2.14144,1 Hour,US East 2,HB176-24rsv4 Spot,,USD,eastus2,Virtual Machines
,HB176-24rsv4 Spot,Virtual Machines HBrsv4 series Windows,1.008,1 Hour,US East 2,HB176-24rsv4 Spot,,USD,eastus2,Virtual Machines
,Standard_DC32as_cc_v5 Low Priority,Virtual Machines DCasccv5 Series Windows,1.139,1 Hour,US East 2,DC32ascc v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_DC32as_cc_v5 Low Priority,Virtual Machines DCasccv5 Series Windows,0.275,1 Hour,US East 2,DC32ascc v5 Low Priority,,USD,eastus2,Virtual Machines
,E32as v5 Low Priority,Virtual Machines Easv5 Series,0.362,1 Hour,US East 2,E32as v5 Low Priority,,USD,eastus2,Virtual Machines
,B1s,Virtual Machines BS Series,0.0104,1 Hour,US East 2,B1s,,USD,eastus2,Virtual Machines
,B1s,Virtual Machines BS Series,53.0,1 Hour,US East 2,B1s,1 Year,USD,eastus2,Virtual Machines
,B1s,Virtual Machines BS Series,103.0,1 Hour,US East 2,B1s,3 Years,USD,eastus2,Virtual Machines
,Standard_EC16as_v5 Low Priority,ECasv5-series Windows,0.656,1 Hour,US East 2,EC16as_v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_EC16as_v5 Low Priority,ECasv5-series Windows,0.181,1 Hour,US East 2,EC16as_v5 Low Priority,,USD,eastus2,Virtual Machines
,D64a v4,Virtual Machines Dav4 Series Windows,6.016,1 Hour,US East 2,D64a v4/D64as v4,,USD,eastus2,Virtual Machines
,D64a v4,Virtual Machines Dav4 Series Windows,3.072,1 Hour,US East 2,D64a v4/D64as v4,,USD,eastus2,Virtual Machines
,E2a v4,Virtual Machines Eav4 Series Windows,0.218,1 Hour,US East 2,E2a v4/E2as v4,,USD,eastus2,Virtual Machines
,E2a v4,Virtual Machines Eav4 Series Windows,0.126,1 Hour,US East 2,E2a v4/E2as v4,,USD,eastus2,Virtual Machines
,E4as v6,Virtual Machines Easv6 Series Windows,0.422,1 Hour,US East 2,E4as v6,,USD,eastus2,Virtual Machines
,E4as v6,Virtual Machines Easv6 Series Windows,0.238,1 Hour,US East 2,E4as v6,,USD,eastus2,Virtual Machines
,M208-52ms_v2 Low Priority,Virtual Machines MSv2 Series Windows,21.675,1 Hour,US East 2,M208-52ms_v2 Low Priority,,USD,eastus2,Virtual Machines
,M208-52ms_v2 Low Priority,Virtual Machines MSv2 Series Windows,8.924,1 Hour,US East 2,M208-52ms_v2 Low Priority,,USD,eastus2,Virtual Machines
,B4ms,Virtual Machines BS Series,0.166,1 Hour,US East 2,B4ms,,USD,eastus2,Virtual Machines
,B4ms,Virtual Machines BS Series,853.0,1 Hour,US East 2,B4ms,1 Year,USD,eastus2,Virtual Machines
,B4ms,Virtual Machines BS Series,1646.0,1 Hour,US East 2,B4ms,3 Years,USD,eastus2,Virtual Machines
,Standard_M96-24s_2_v3 Spot,Virtual Machines Msv3 Medium Memory Series Linux,2.49,1 Hour,US East 2,Standard_M96-24s_2_v3 Spot,,USD,eastus2,Virtual Machines
,M128m Spot,Virtual Machines MS Series Windows,5.003216,1 Hour,US East 2,M128m Spot,,USD,eastus2,Virtual Machines
,M128m Spot,Virtual Machines MS Series Windows,3.728314,1 Hour,US East 2,M128m Spot,,USD,eastus2,Virtual Machines
,F8als v6,Virtual Machines Falsv6 Series,0.484,1 Hour,US East 2,F8als v6,,USD,eastus2,Virtual Machines
,F8als v6,Virtual Machines Falsv6 Series,2629.0,1 Hour,US East 2,F8als v6,1 Year,USD,eastus2,Virtual Machines
,F8als v6,Virtual Machines Falsv6 Series,4833.0,1 Hour,US East 2,F8als v6,3 Years,USD,eastus2,Virtual Machines
,E32as v6 Spot,Virtual Machines Easv6 Series Windows,0.439946,1 Hour,US East 2,E32as v6 Spot,,USD,eastus2,Virtual Machines
,E32as v6 Spot,Virtual Machines Easv6 Series Windows,0.248291,1 Hour,US East 2,E32as v6 Spot,,USD,eastus2,Virtual Machines
,Standard_E104i_v5,Virtual Machines Ev5 Series,7.207,1 Hour,US East 2,E104i v5,,USD,eastus2,Virtual Machines
,Standard_E104i_v5,Virtual Machines Ev5 Series,37250.0,1 Hour,US East 2,E104i v5,1 Year,USD,eastus2,Virtual Machines
,Standard_E104i_v5,Virtual Machines Ev5 Series,70080.0,1 Hour,US East 2,E104i v5,3 Years,USD,eastus2,Virtual Machines
,DC16edsv5 Low Priority,Virtual Machines DCedsv5 Series Windows,0.656,1 Hour,US East 2,DC16edsv5 Low Priority,,USD,eastus2,Virtual Machines
,DC16edsv5 Low Priority,Virtual Machines DCedsv5 Series Windows,0.181,1 Hour,US East 2,DC16edsv5 Low Priority,,USD,eastus2,Virtual Machines
,D16ads v6,Virtual Machines Dadsv6 Series,0.912,1 Hour,US East 2,D16ads v6,,USD,eastus2,Virtual Machines
,D16ads v6,Virtual Machines Dadsv6 Series,4714.0,1 Hour,US East 2,D16ads v6,1 Year,USD,eastus2,Virtual Machines
,D16ads v6,Virtual Machines Dadsv6 Series,9108.0,1 Hour,US East 2,D16ads v6,3 Years,USD,eastus2,Virtual Machines
,D64ls v5,Virtual Machines Dlsv5 Series,2.72,1 Hour,US East 2,D64ls v5,,USD,eastus2,Virtual Machines
,D64ls v5,Virtual Machines Dlsv5 Series,14058.0,1 Hour,US East 2,D64ls v5,1 Year,USD,eastus2,Virtual Machines
,D64ls v5,Virtual Machines Dlsv5 Series,27163.0,1 Hour,US East 2,D64ls v5,3 Years,USD,eastus2,Virtual Machines
,Standard_M416-104s_8_v3,Virtual Machines Msv3 High Memory Series Linux,81.928,1 Hour,US East 2,Standard_M416-104s_8_v3,,USD,eastus2,Virtual Machines
,Standard_M416-104s_8_v3,Virtual Machines Msv3 High Memory Series Linux,417408.0,1 Hour,US East 2,Standard_M416-104s_8_v3,1 Year,USD,eastus2,Virtual Machines
,Standard_M416-104s_8_v3,Virtual Machines Msv3 High Memory Series Linux,604581.0,1 Hour,US East 2,Standard_M416-104s_8_v3,3 Years,USD,eastus2,Virtual Machines
,D2s v4,Virtual Machines Dsv4 Series Windows,0.188,1 Hour,US East 2,D2s v4,,USD,eastus2,Virtual Machines
,D2s v4,Virtual Machines Dsv4 Series Windows,0.096,1 Hour,US East 2,D2s v4,,USD,eastus2,Virtual Machines
,NC12 Spot,Virtual Machines NC Series,0.252,1 Hour,US East 2,NC12 Spot,,USD,eastus2,Virtual Machines
,D4ds v4 Spot,Virtual Machines Ddsv4 Series Windows,0.082779,1 Hour,US East 2,D4ds v4 Spot,,USD,eastus2,Virtual Machines
,D4ds v4 Spot,Virtual Machines Ddsv4 Series Windows,0.045629,1 Hour,US East 2,D4ds v4 Spot,,USD,eastus2,Virtual Machines
,M64-16ms Low Priority,Virtual Machines MS Series Windows,5.856,1 Hour,US East 2,M64-16ms Low Priority,,USD,eastus2,Virtual Machines
,M64-16ms Low Priority,Virtual Machines MS Series Windows,2.067,1 Hour,US East 2,M64-16ms Low Priority,,USD,eastus2,Virtual Machines
,E16-4as v6 Spot,Virtual Machines Easv6 Series,0.1908,1 Hour,US East 2,E16-4as v6 Spot,,USD,eastus2,Virtual Machines
,E8-2as v5 Low Priority,Virtual Machines Easv5 Series,0.0904,1 Hour,US East 2,E8-2as v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_DC96ads_v5 Low Priority,DCadsv5-series Windows,3.744,1 Hour,US East 2,DC96ads v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_DC96ads_v5 Low Priority,DCadsv5-series Windows,0.989,1 Hour,US East 2,DC96ads v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_D32ads_v5 Low Priority,Virtual Machines Dadsv5 Series,0.33,1 Hour,US East 2,D32ads v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_DC48ads_v5,DCadsv5-series Windows,4.68,1 Hour,US East 2,DC48ads v5,,USD,eastus2,Virtual Machines
,Standard_DC48ads_v5,DCadsv5-series Windows,2.472,1 Hour,US East 2,DC48ads v5,,USD,eastus2,Virtual Machines
,E20s v5 Low Priority,Virtual Machines Esv5 Series Windows,0.872,1 Hour,US East 2,E20s v5 Low Priority,,USD,eastus2,Virtual Machines
,E20s v5 Low Priority,Virtual Machines Esv5 Series Windows,0.252,1 Hour,US East 2,E20s v5 Low Priority,,USD,eastus2,Virtual Machines
,D8ls v5 Spot,Virtual Machines Dlsv5 Series Windows,0.148822,1 Hour,US East 2,D8ls v5 Spot,,USD,eastus2,Virtual Machines
,D8ls v5 Spot,Virtual Machines Dlsv5 Series Windows,0.071468,1 Hour,US East 2,D8ls v5 Spot,,USD,eastus2,Virtual Machines
,Standard_E16bs_v5 Low Priority,Virtual Machines Ebsv5 Series Windows,0.771,1 Hour,US East 2,E16bs v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_E16bs_v5 Low Priority,Virtual Machines Ebsv5 Series Windows,0.238,1 Hour,US East 2,E16bs v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_M176-88s_3_v3 Spot,Virtual Machines Msv3 Medium Memory Series Windows,4.3856,1 Hour,US East 2,Standard_M176-88s_3_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_M176-88s_3_v3 Spot,Virtual Machines Msv3 Medium Memory Series Windows,3.576,1 Hour,US East 2,Standard_M176-88s_3_v3 Spot,,USD,eastus2,Virtual Machines
,D64alds v6,Virtual Machines Daldsv6 Series,3.046,1 Hour,US East 2,D64alds v6,,USD,eastus2,Virtual Machines
,D64alds v6,Virtual Machines Daldsv6 Series,15745.0,1 Hour,US East 2,D64alds v6,1 Year,USD,eastus2,Virtual Machines
,D64alds v6,Virtual Machines Daldsv6 Series,30423.0,1 Hour,US East 2,D64alds v6,3 Years,USD,eastus2,Virtual Machines
,L8s v4,Virtual Machines Lsv4 Series,0.698,1 Hour,US East 2,L8s v4,,USD,eastus2,Virtual Machines
,L8s v4,Virtual Machines Lsv4 Series,3730.0,1 Hour,US East 2,L8s v4,1 Year,USD,eastus2,Virtual Machines
,L8s v4,Virtual Machines Lsv4 Series,7337.0,1 Hour,US East 2,L8s v4,3 Years,USD,eastus2,Virtual Machines
,M32ms_v2 Spot,Virtual Machines MSv2 Series,0.84574,1 Hour,US East 2,M32ms_v2 Spot,,USD,eastus2,Virtual Machines
,FX32-16ms v2,Virtual Machines FXmsv2 Series,3.541,1 Hour,US East 2,FX32-16ms v2,,USD,eastus2,Virtual Machines
,FX32-16ms v2,Virtual Machines FXmsv2 Series,17681.0,1 Hour,US East 2,FX32-16ms v2,1 Year,USD,eastus2,Virtual Machines
,FX32-16ms v2,Virtual Machines FXmsv2 Series,25126.0,1 Hour,US East 2,FX32-16ms v2,3 Years,USD,eastus2,Virtual Machines
,Standard_DC16as_v5 Low Priority,DCasv5-series Linux,0.138,1 Hour,US East 2,DC16as v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_E104i_v5 Spot,Virtual Machines Ev5 Series,1.424824,1 Hour,US East 2,E104i v5 Spot,,USD,eastus2,Virtual Machines
,M64-32ms_v2 Low Priority,Virtual Machines MSv2 Series,2.026,1 Hour,US East 2,M64-32ms_v2 Low Priority,,USD,eastus2,Virtual Machines
,Standard_M96-48s_2_v3 Low Priority,Virtual Machines Msv3 Medium Memory Series Linux,2.49,1 Hour,US East 2,Standard_M96-48s_2_v3 Low Priority,,USD,eastus2,Virtual Machines
,Standard_E64bds_v5 Spot,Virtual Machines Ebdsv5 Series,1.002534,1 Hour,US East 2,E64bds v5 Spot,,USD,eastus2,Virtual Machines
,NV16as v4,Virtual Machines NVasv4 Series,0.932,1 Hour,US East 2,NV16as v4,,USD,eastus2,Virtual Machines
,NV16as v4,Virtual Machines NVasv4 Series,5225.0,1 Hour,US East 2,NV16as v4,1 Year,USD,eastus2,Virtual Machines
,NV16as v4,Virtual Machines NVasv4 Series,10777.0,1 Hour,US East 2,NV16as v4,3 Years,USD,eastus2,Virtual Machines
,DC96asv6 Low Priority,Virtual Machines DCasv6 series,0.872,1 Hour,US East 2,DC96asv6 Low Priority,,USD,eastus2,Virtual Machines
,NV12 Spot,Virtual Machines NV Series Windows,0.39508,1 Hour,US East 2,NV12 Spot,,USD,eastus2,Virtual Machines
,NV12 Spot,Virtual Machines NV Series Windows,0.33656,1 Hour,US East 2,NV12 Spot,,USD,eastus2,Virtual Machines
,L4aos v4 Spot,Virtual Machines Laosv4 Series,0.0904,1 Hour,US East 2,L4aos v4 Spot,,USD,eastus2,Virtual Machines
,E64s v3 Low Priority,Virtual Machines ESv3 Series,0.726,1 Hour,US East 2,E64s v3 Low Priority,,USD,eastus2,Virtual Machines
,F72as v6,Virtual Machines Fasv6 Series,4.918,1 Hour,US East 2,F72as v6,,USD,eastus2,Virtual Machines
,F72as v6,Virtual Machines Fasv6 Series,26708.0,1 Hour,US East 2,F72as v6,1 Year,USD,eastus2,Virtual Machines
,F72as v6,Virtual Machines Fasv6 Series,50401.0,1 Hour,US East 2,F72as v6,3 Years,USD,eastus2,Virtual Machines
,NV6,Virtual Machines NV Series Windows,1.411,1 Hour,US East 2,NV6,,USD,eastus2,Virtual Machines
,NV6,Virtual Machines NV Series Windows,1.202,1 Hour,US East 2,NV6,,USD,eastus2,Virtual Machines
